"","RESPNUM","Q1","Q2","Rec_Age","Q3_01","Q3_02","Q3_03","Q3_04","Q3_05","Q3_06","Q3_07","Q3_08","Q3_09","Q3_10","Q3_11","Q3_12","Q3_13","Q4a_01","Q4a_02","Q4a_03","Q4a_04","Q4a_05","Q4a_06","Q4a_07","Q4a_08","Q4a_09","Q4a_10","Q4a_11","Q4a_12","Q4a_13","Q4a_14","Q4b_01","Q4b_02","Q4b_03","Q4b_04","Q4b_05","Q4b_06","Q4b_07","Q4b_08","Q4b_09","Q4b_10","Q4b_11","Q4b_12","Q4b_13","Q4b_14","Q4c_01","Q4c_02","Q4c_03","Q4c_04","Q4c_05","Q4c_06","Q4c_07","Q4c_08","Q4c_09","Q4c_10","Q4c_11","Q4c_12","Q4c_13","Q4c_14","Q4d_01","Q4d_02","Q4d_03","Q4d_04","Q4d_05","Q4d_06","Q4d_07","Q4d_08","Q4d_09","Q4d_10","Q4d_11","Q4d_12","Q4d_13","Q4d_14","Q4e_01","Q4e_02","Q4e_03","Q4e_04","Q4e_05","Q4e_06","Q4e_07","Q4e_08","Q4e_09","Q4e_10","Q4e_11","Q4e_12","Q4e_13","Q4e_14","Q4f_01","Q4f_02","Q4f_03","Q4f_04","Q4f_05","Q4f_06","Q4f_07","Q4f_08","Q4f_09","Q4f_10","Q4f_11","Q4f_12","Q4f_13","Q4f_14","Q4g_01","Q4g_02","Q4g_03","Q4g_04","Q4g_05","Q4g_06","Q4g_07","Q4g_08","Q4g_09","Q4g_10","Q4g_11","Q4g_12","Q4g_13","Q4g_14","Q4h_01","Q4h_02","Q4h_03","Q4h_04","Q4h_05","Q4h_06","Q4h_07","Q4h_08","Q4h_09","Q4h_10","Q4h_11","Q4h_12","Q4h_13","Q4h_14","Q4i_01","Q4i_02","Q4i_03","Q4i_04","Q4i_05","Q4i_06","Q4i_07","Q4i_08","Q4i_09","Q4i_10","Q4i_11","Q4i_12","Q4i_13","Q4i_14","Q5a_left","Q5a_right","Q5b_left","Q5b_right","Q5c_left","Q5c_right","Q5d_left","Q5d_right","Q5e_left","Q5e_right","Q5f_left","Q5f_right","Q6_01","Q6_02","Q6_03","Q6_04","Q6_05","Q6_06","Q6_07","Q6_08","Q6_09","Q6_10","Q7","StartDate","StartTime","endDate","EndTime","Timetaken"
"163",164,"Female","40 to 44","35 to 49","Not at all likely 0","1","Not at all likely 0","2","Not at all likely 0","1","Not at all likely 0","1","Not at all likely 0","Not at all likely 0","7","2","Not at all likely 0","no","no","no","no","no","no","no","no","no","no","no","no","no","yes","no","no","no","no","no","no","no","no","no","no","yes","no","no","no","yes","yes","no","yes","no","no","no","no","no","no","yes","yes","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","yes","no","no","no","no","no","no","no","no","no","no","no","yes","no","no","no","no","no","yes","no","no","no","no","no","no","yes","no","no","no","no","no","no","no","no","no","no","no","no","no","no","yes","no","no","no","no","no","no","no","no","no","no","no","no","no","yes","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","yes","Google","Apple","Sony","Apple","Samsung","Intel","Dell","Intel","Samsung","Yahoo","Samsung","Apple","no","no","no","yes","no","no","no","no","no","no","$60,001 to $90,000","06/04/2017","13:57:30","06/04/2017","14:01:40","4:10"
"164",165,"Female","18 to 24","18 to 34","7","9","7","8","7","8","8","7","5","5","7","8","7","yes","no","no","no","no","no","no","no","no","no","no","no","no","no","no","yes","no","no","no","yes","no","no","no","no","no","no","no","no","yes","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","yes","no","no","no","no","no","yes","no","no","yes","no","no","no","no","no","no","no","no","no","no","no","no","no","yes","no","no","no","no","yes","yes","no","no","no","yes","yes","no","no","no","no","no","no","no","yes","yes","no","no","no","no","no","no","no","yes","no","no","no","no","yes","yes","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","yes","no","no","Microsoft","IBM","Sony","Nokia","Sony","Nokia","Dell","IBM","Microsoft","Yahoo","Apple","IBM","no","yes","no","no","yes","no","no","no","yes","no","$150,001 to $200,000","06/04/2017","14:00:21","06/04/2017","14:02:59","2:37"
"165",166,"Female","45 to 49","35 to 49","7","4","4","6","4","5","5","3","4","7","6","6","6","yes","no","no","yes","no","no","yes","no","no","no","no","no","no","no","yes","no","no","no","no","no","yes","no","no","no","no","yes","no","no","yes","no","no","yes","no","no","no","no","no","no","no","no","no","no","yes","no","no","yes","no","yes","yes","no","no","no","yes","no","no","no","yes","no","no","no","no","yes","no","no","no","yes","no","yes","no","no","yes","no","no","yes","no","yes","yes","no","no","yes","yes","yes","no","no","yes","no","no","no","no","yes","no","no","no","no","yes","yes","no","no","yes","no","yes","no","no","no","yes","no","no","no","yes","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","yes","Apple","Microsoft","Apple","Dell","Samsung","Intel","Sony","Dell","Samsung","Dell","Apple","Intel","yes","yes","yes","yes","no","no","yes","no","no","no","Less than $15,000","06/04/2017","14:02:31","06/04/2017","14:09:29","6:57"
"166",167,"Female","65 or more","50 over","Not at all likely 0","9","Not at all likely 0","9","Not at all likely 0","8","8","8","Not at all likely 0","Not at all likely 0","9","9","9","yes","yes","no","yes","no","no","no","no","no","no","yes","yes","no","no","no","yes","no","no","no","no","yes","no","no","no","yes","yes","yes","no","yes","yes","no","yes","no","no","no","no","no","no","yes","yes","no","no","no","yes","no","no","no","no","no","no","no","no","yes","yes","no","no","yes","yes","no","no","no","no","no","no","no","no","yes","yes","no","no","yes","yes","no","no","no","no","no","no","no","no","yes","yes","no","no","yes","yes","no","no","no","no","no","no","no","no","yes","yes","no","no","yes","yes","no","no","no","no","no","no","no","no","yes","yes","no","no","no","no","no","no","no","yes","no","no","no","no","yes","yes","no","no","Google","IBM","Apple","Nokia","Samsung","Intel","Google","Intel","Samsung","Dell","Samsung","IBM","no","no","no","yes","yes","no","no","no","yes","no","$45,001 to $60,000","06/04/2017","14:20:24","06/04/2017","14:27:09","6:44"
"167",168,"Female","18 to 24","18 to 34","9","7","7","6","6","7","7","8","7","8","7","8","7","yes","no","no","yes","no","no","yes","no","no","no","yes","no","no","no","yes","yes","no","yes","no","no","no","no","no","yes","no","no","no","no","yes","no","no","yes","no","no","yes","no","no","no","no","no","no","no","yes","yes","no","yes","no","no","no","no","no","no","no","no","no","no","no","no","no","yes","no","yes","yes","yes","no","no","yes","no","no","no","yes","no","no","no","no","no","no","no","yes","yes","yes","no","no","no","yes","yes","no","yes","no","no","yes","no","no","no","no","no","no","no","yes","yes","no","yes","no","no","yes","no","no","no","yes","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","yes","Apple","IBM","Apple","Yahoo","Sony","Samsung","Sony","IBM","Google","Samsung","Apple","Samsung","no","no","no","no","yes","no","no","no","no","no","$15,001 to $30,000","06/04/2017","14:01:11","06/04/2017","14:12:55","11:44"
"168",169,"Male","25 to 29","18 to 34","Extremely likely10","9","6","Extremely likely10","8","Not at all likely 0","Extremely likely10","8","5","Extremely likely10","9","7","9","yes","yes","no","yes","no","no","yes","yes","no","yes","yes","no","yes","no","yes","yes","yes","yes","yes","no","yes","yes","no","yes","yes","yes","yes","no","yes","yes","no","yes","no","no","yes","no","no","yes","yes","yes","yes","no","yes","yes","no","yes","no","no","yes","no","no","yes","yes","no","no","no","yes","yes","no","yes","no","no","yes","no","no","yes","yes","yes","yes","no","yes","yes","no","yes","yes","no","yes","yes","yes","yes","yes","yes","yes","no","yes","yes","no","yes","no","no","yes","no","no","yes","yes","yes","yes","no","yes","yes","no","yes","yes","no","yes","yes","no","yes","yes","yes","yes","no","no","no","no","no","no","no","yes","no","no","no","yes","no","yes","no","IBM","Google","Apple","Yahoo","Sony","Intel","Google","IBM","Google","Yahoo","Apple","IBM","yes","yes","yes","yes","no","no","no","yes","yes","no","$150,001 to $200,000","06/04/2017","14:09:51","06/04/2017","14:12:59","3:8"
"169",170,"Female","30 to 34","18 to 34","8","2","3","6","4","3","4","3","5","4","3","7","6","yes","no","no","no","no","no","no","no","no","no","no","no","no","no","yes","no","no","no","no","no","no","no","no","no","no","no","no","no","yes","no","no","no","no","no","no","no","no","no","no","no","no","no","yes","no","no","no","no","no","no","no","no","no","no","no","no","no","yes","no","no","no","no","no","no","no","no","no","no","no","no","no","yes","no","no","no","no","no","no","no","no","no","no","no","no","no","yes","no","no","no","no","no","no","no","no","no","no","no","no","no","yes","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","yes","no","no","no","no","Apple","Microsoft","Apple","Dell","Sony","Microsoft","Google","IBM","Google","Microsoft","Apple","IBM","no","yes","yes","no","no","no","yes","no","no","no","$60,001 to $90,000","06/04/2017","14:36:34","06/04/2017","14:39:32","2:57"
"170",171,"Female","30 to 34","18 to 34","9","9","7","9","8","7","9","8","5","6","6","6","7","yes","no","no","yes","no","no","yes","no","no","no","no","no","no","no","yes","yes","no","no","no","no","yes","no","no","no","no","no","no","no","yes","yes","no","yes","yes","no","yes","no","no","no","yes","no","no","no","yes","no","no","no","no","no","yes","no","no","no","yes","no","no","no","yes","no","no","no","no","no","yes","no","no","no","yes","no","no","no","yes","no","no","no","no","no","no","no","no","no","no","no","no","no","yes","no","yes","no","no","no","yes","no","no","no","no","no","no","no","yes","no","no","no","no","no","yes","no","no","no","yes","no","no","no","no","no","no","no","no","no","no","no","no","no","no","yes","yes","no","Apple","Nokia","Apple","Yahoo","Sony","Nokia","Sony","Dell","Samsung","Yahoo","Apple","IBM","no","no","yes","no","no","no","yes","yes","no","no","$60,001 to $90,000","06/04/2017","11:50:45","06/04/2017","14:48:48","178:3"
"171",172,"Male","25 to 29","18 to 34","4","7","9","9","9","6","9","1","2","5","9","9","5","no","no","no","yes","no","no","yes","no","no","no","no","no","no","no","no","no","no","yes","no","no","yes","no","no","no","no","yes","no","no","no","yes","yes","yes","yes","no","yes","no","no","no","yes","yes","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","yes","yes","no","no","no","no","no","no","no","no","no","no","no","no","no","yes","no","no","yes","no","no","no","no","no","no","no","no","no","no","no","no","yes","no","yes","no","yes","no","no","yes","yes","no","no","no","no","no","yes","no","yes","no","yes","no","no","no","yes","no","no","no","no","no","no","yes","no","yes","no","no","no","no","no","yes","yes","no","Google","Apple","Sony","Apple","Sony","Nokia","Sony","Dell","Google","Dell","Intel","Apple","no","no","no","no","yes","no","no","yes","yes","no","$45,001 to $60,000","06/04/2017","14:39:30","06/04/2017","14:43:26","3:55"
"172",173,"Female","40 to 44","35 to 49","6","7","Not at all likely 0","7","Not at all likely 0","7","7","Not at all likely 0","Not at all likely 0","Not at all likely 0","4","7","7","yes","no","no","yes","no","no","no","no","no","no","yes","yes","yes","no","yes","no","no","no","no","yes","no","no","no","no","yes","yes","yes","no","yes","yes","yes","no","yes","yes","yes","yes","no","no","yes","yes","yes","no","yes","no","no","no","no","yes","no","no","no","no","no","yes","no","no","yes","no","no","no","no","yes","no","no","no","no","yes","yes","yes","no","yes","yes","no","yes","no","yes","yes","yes","no","no","yes","yes","yes","no","yes","yes","no","no","no","yes","no","no","no","no","yes","yes","no","no","yes","yes","no","yes","no","yes","no","no","no","no","yes","yes","yes","no","no","no","no","no","no","yes","no","no","no","no","no","no","yes","no","Apple","IBM","Apple","Yahoo","Microsoft","Nokia","Dell","IBM","Microsoft","Yahoo","Apple","IBM","no","no","yes","no","no","no","no","no","yes","no","$30,001 to $45,000","06/04/2017","14:35:38","06/04/2017","14:44:21","8:42"
"173",174,"Female","55 to 64","50 over","6","6","2","2","5","6","6","6","Not at all likely 0","6","5","6","6","no","no","no","no","no","no","no","no","no","no","no","no","no","yes","no","no","no","no","no","no","yes","no","no","no","no","yes","yes","no","yes","yes","no","no","no","no","yes","no","no","no","yes","no","yes","no","no","no","no","no","no","no","no","no","no","no","no","no","no","yes","yes","no","no","no","no","no","yes","no","no","no","yes","yes","yes","no","no","no","no","no","no","no","yes","yes","no","no","yes","yes","yes","no","yes","no","no","no","no","no","yes","no","no","no","no","yes","yes","no","yes","no","no","no","no","no","yes","no","no","no","no","yes","yes","no","no","no","no","no","no","no","no","yes","no","no","yes","yes","no","no","Microsoft","IBM","Sony","Yahoo","Sony","Samsung","Sony","Google","Microsoft","Google","Apple","Yahoo","no","no","no","yes","yes","no","no","yes","yes","no","$45,001 to $60,000","06/04/2017","15:10:20","06/04/2017","15:20:09","9:48"
"174",175,"Female","30 to 34","18 to 34","9","6","8","9","7","7","6","9","8","6","8","7","6","yes","yes","no","yes","no","no","no","yes","yes","no","yes","no","no","no","no","yes","no","yes","no","no","no","yes","no","no","yes","no","no","no","no","no","no","yes","no","no","no","yes","no","no","yes","no","no","no","yes","yes","no","yes","no","no","no","yes","yes","no","yes","yes","no","no","yes","no","no","yes","no","yes","no","yes","yes","no","yes","no","no","no","no","no","no","yes","no","yes","yes","yes","no","no","yes","no","no","no","yes","yes","no","yes","no","no","no","yes","no","no","no","no","no","no","yes","no","no","yes","no","yes","no","no","yes","no","yes","no","no","no","no","no","no","no","no","no","yes","yes","no","yes","no","yes","no","no","Google","Nokia","Dell","Apple","Samsung","Nokia","Google","Sony","Samsung","Yahoo","Samsung","Apple","no","no","yes","yes","no","no","no","yes","yes","no","$150,001 to $200,000","06/04/2017","14:56:50","06/04/2017","15:06:16","9:25"
"175",176,"Female","18 to 24","18 to 34","Not at all likely 0","7","Not at all likely 0","6","4","7","6","5","Not at all likely 0","8","Extremely likely10","Not at all likely 0","6","no","no","no","yes","no","yes","no","no","no","no","yes","yes","yes","no","no","yes","no","yes","yes","yes","yes","yes","no","yes","yes","yes","yes","no","no","no","no","yes","no","yes","no","yes","no","no","yes","no","no","no","no","yes","no","yes","no","yes","no","yes","no","no","yes","yes","yes","no","no","yes","no","no","yes","yes","yes","yes","no","no","yes","yes","yes","no","no","yes","no","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","no","no","yes","no","yes","yes","yes","yes","yes","no","yes","yes","yes","yes","no","no","yes","no","yes","no","yes","no","no","no","no","yes","no","no","no","no","no","no","yes","no","no","yes","no","no","yes","no","no","yes","no","Microsoft","Apple","Dell","Apple","Samsung","Sony","Google","IBM","Samsung","Yahoo","Samsung","Apple","no","no","no","no","yes","no","no","yes","yes","no","$30,001 to $45,000","06/04/2017","14:58:39","06/04/2017","15:05:32","6:53"
"176",177,"Female","35 to 39","35 to 49","4","5","4","4","4","5","5","5","4","5","4","4","5","no","no","no","no","no","no","no","no","no","no","no","no","no","yes","no","no","no","no","no","no","no","no","yes","no","no","no","no","no","no","no","no","no","no","no","no","no","no","yes","no","no","no","no","no","no","no","no","no","yes","no","no","no","no","no","no","no","no","no","no","no","yes","no","no","no","no","no","no","no","no","no","no","no","no","no","no","yes","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","yes","no","no","no","no","no","no","no","no","no","no","no","no","yes","no","no","no","no","no","no","no","no","no","no","yes","no","no","no","no","no","no","Google","Apple","Dell","Nokia","Sony","Nokia","Intel","Sony","Dell","Yahoo","Apple","Intel","yes","no","yes","no","no","no","no","no","no","no","$90.001 to $120,000","06/04/2017","15:17:47","06/04/2017","15:19:10","1:23"
"177",178,"Female","50 to 54","50 over","Not at all likely 0","4","2","Extremely likely10","Not at all likely 0","3","6","Not at all likely 0","Not at all likely 0","Not at all likely 0","6","7","6","no","no","no","yes","no","no","no","no","no","no","no","no","no","no","no","yes","no","yes","no","no","yes","no","no","no","yes","yes","yes","no","yes","no","no","yes","no","no","no","no","no","no","no","no","no","no","no","no","no","yes","no","no","no","no","no","no","yes","no","no","no","yes","no","no","no","no","no","no","no","no","no","no","no","no","no","no","yes","no","yes","no","no","no","no","no","no","yes","no","no","no","yes","yes","no","no","no","no","yes","no","no","no","no","no","yes","no","yes","no","no","no","no","no","yes","no","no","no","no","no","no","no","no","no","no","yes","no","no","no","no","no","no","no","no","no","no","Google","Nokia","Sony","Nokia","Sony","Nokia","Sony","IBM","Samsung","Yahoo","Samsung","Yahoo","yes","yes","no","yes","yes","no","no","yes","yes","no","$120,001 to $150,000","06/04/2017","15:18:25","06/04/2017","15:22:43","4:17"
"178",179,"Male","40 to 44","35 to 49","3","4","2","4","4","3","5","4","4","5","5","4","5","yes","no","no","yes","no","no","no","no","yes","no","yes","no","no","no","yes","yes","no","no","no","no","yes","no","no","no","no","no","no","no","yes","no","no","yes","yes","no","no","no","no","no","no","yes","no","no","yes","no","no","no","no","no","no","no","no","no","no","no","no","no","yes","no","no","no","no","no","no","no","no","yes","yes","no","no","no","yes","no","no","yes","no","no","no","no","no","no","no","no","no","no","yes","yes","no","no","no","no","yes","no","no","yes","yes","no","no","no","yes","yes","yes","no","no","no","yes","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","yes","no","yes","no","no","Nokia","IBM","Sony","Dell","Sony","Microsoft","Sony","IBM","Samsung","Dell","Intel","IBM","no","no","no","no","yes","no","no","no","yes","no","$90.001 to $120,000","06/04/2017","15:26:35","06/04/2017","15:30:00","3:24"
"179",180,"Female","65 or more","50 over","Extremely likely10","9","7","Extremely likely10","4","8","Extremely likely10","3","4","9","5","3","5","yes","no","no","yes","no","no","no","no","no","no","no","no","no","no","yes","no","no","no","no","no","yes","no","no","no","no","no","no","no","yes","yes","no","yes","no","no","no","no","no","no","no","no","no","no","yes","yes","no","no","no","no","no","no","no","no","no","no","no","no","yes","no","no","yes","no","no","yes","no","no","no","no","no","no","no","yes","no","no","yes","no","no","yes","no","no","yes","no","no","no","no","yes","no","no","no","no","yes","no","no","no","no","no","no","no","no","yes","no","no","no","no","yes","yes","no","no","yes","no","no","no","no","yes","no","no","no","no","no","yes","no","no","no","no","no","no","no","Apple","IBM","Apple","Dell","Sony","Intel","Google","Dell","Microsoft","Dell","Apple","IBM","yes","no","yes","no","no","yes","yes","no","no","no","$45,001 to $60,000","06/04/2017","15:20:57","06/04/2017","15:35:24","14:27"
"180",181,"Male","35 to 39","35 to 49","5","9","4","7","9","6","9","9","6","7","7","9","3","yes","yes","no","yes","no","no","no","yes","no","no","yes","no","no","no","no","no","no","no","yes","no","no","yes","no","no","yes","no","no","no","yes","no","no","yes","yes","no","no","yes","no","no","yes","yes","no","no","yes","yes","no","no","yes","no","no","yes","no","no","yes","yes","no","no","yes","no","no","no","no","no","no","yes","no","no","yes","no","no","no","yes","yes","no","no","no","no","no","yes","no","no","yes","no","no","no","yes","yes","no","no","yes","yes","no","yes","no","no","yes","yes","no","no","no","no","no","no","yes","no","no","yes","no","no","yes","no","no","no","no","no","no","no","no","yes","no","yes","no","yes","no","yes","yes","no","Microsoft","Nokia","Dell","Nokia","Samsung","Nokia","Dell","IBM","Dell","Yahoo","Intel","IBM","yes","no","yes","no","no","no","yes","yes","yes","no","$90.001 to $120,000","06/04/2017","15:54:00","06/04/2017","15:58:20","4:19"
"181",182,"Male","30 to 34","18 to 34","2","2","2","2","2","2","2","2","2","2","9","2","2","no","no","no","no","no","no","no","no","no","no","no","no","no","yes","no","no","no","no","no","no","no","no","no","no","no","no","no","yes","no","no","no","no","no","no","no","no","no","no","yes","no","no","no","no","no","no","no","no","no","no","no","no","no","yes","no","no","no","no","no","no","no","no","no","no","no","no","no","yes","no","no","no","no","no","no","no","no","no","no","no","no","no","yes","no","no","no","no","no","no","no","no","no","no","no","no","no","yes","no","no","no","no","no","no","no","no","no","no","no","no","no","yes","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","yes","Microsoft","IBM","Yahoo","Dell","Samsung","Nokia","Google","Sony","Samsung","Microsoft","Samsung","Apple","yes","no","no","yes","no","no","no","no","no","no","Less than $15,000","06/04/2017","16:07:48","06/04/2017","16:12:08","4:19"
"182",183,"Female","55 to 64","50 over","Not at all likely 0","9","5","8","9","6","9","4","2","Extremely likely10","5","9","Extremely likely10","no","no","no","no","no","no","no","no","no","no","no","no","no","yes","no","yes","no","no","no","no","no","no","no","yes","no","yes","yes","no","no","yes","yes","no","yes","no","no","no","no","no","no","yes","yes","no","no","no","no","no","no","no","no","no","no","no","no","no","yes","no","no","no","no","no","no","no","no","no","no","yes","no","yes","yes","no","no","no","no","no","yes","no","no","no","no","yes","no","yes","yes","no","no","yes","yes","no","yes","yes","no","no","no","yes","no","no","yes","no","no","no","no","no","yes","no","no","no","no","yes","no","no","yes","no","no","no","no","no","no","no","no","no","no","no","no","no","no","yes","Microsoft","Apple","Nokia","Apple","Intel","Samsung","Intel","Dell","Microsoft","Dell","Intel","Apple","no","no","no","no","no","no","no","no","yes","no","$90.001 to $120,000","06/04/2017","16:08:33","06/04/2017","16:19:35","11:2"
"183",184,"Female","55 to 64","50 over","Extremely likely10","8","7","Extremely likely10","6","7","6","6","7","8","Extremely likely10","7","6","yes","no","no","yes","no","no","no","no","no","no","no","no","no","no","yes","yes","no","no","no","no","no","no","no","no","no","no","no","no","yes","no","no","yes","no","no","no","no","no","no","no","no","no","no","yes","no","no","no","no","no","no","no","no","no","no","no","no","no","yes","no","no","no","no","no","no","no","no","no","no","no","no","no","yes","no","no","yes","no","no","no","no","no","no","no","no","no","no","yes","yes","no","yes","no","no","no","no","no","no","no","no","no","no","yes","no","no","yes","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","yes","Apple","IBM","Apple","Yahoo","Microsoft","Intel","Google","IBM","Google","Yahoo","Apple","Intel","yes","no","no","yes","no","no","no","no","yes","no","$15,001 to $30,000","06/04/2017","16:18:40","06/04/2017","16:22:11","3:31"
"184",185,"Female","25 to 29","18 to 34","Extremely likely10","5","Not at all likely 0","Not at all likely 0","Not at all likely 0","Not at all likely 0","Not at all likely 0","Not at all likely 0","Not at all likely 0","Not at all likely 0","5","Not at all likely 0","Not at all likely 0","yes","no","no","no","no","no","no","no","no","no","no","no","no","no","yes","no","no","no","no","no","no","no","no","no","no","no","no","no","yes","no","no","no","no","no","no","no","no","no","no","no","no","no","yes","no","no","no","no","no","no","no","no","no","no","no","no","no","yes","no","no","no","no","no","no","no","no","no","no","no","no","no","yes","no","no","no","no","no","no","no","no","no","no","no","no","no","yes","no","no","no","no","no","no","no","no","no","no","no","no","no","yes","no","no","no","no","no","no","no","no","no","no","no","no","no","yes","no","no","no","no","no","no","no","no","no","no","no","no","no","Apple","IBM","Apple","Dell","Microsoft","Intel","Google","Intel","Microsoft","Dell","Apple","IBM","yes","no","yes","no","no","no","yes","no","no","no","$200,001 or more","06/04/2017","16:42:58","06/04/2017","16:45:23","2:24"
